Ammonia,Benzene,Alcohol,CO,Methane,CNG,LPG,Butane,Hydrogen,Smoke,Propane,AQI
3,3.61,0.36,12.59,6.85,0.27,7.06,3.51,6.16,159.93,7.97,152.34
15.47,2.1,4.97,19.93,7.05,9.55,9.8,4.88,3.47,13.86,9.39,116.47
31.34,4.95,0.26,14.94,8.42,5.65,6.75,6.21,3.43,81.31,2.82,154.24
4.75,1.56,0.01,4.27,2.67,4.55,2.81,8.19,0.11,138.75,3.16,119.71
46.88,3.21,7.69,11.92,6.48,4.05,0.69,3.77,6.74,97.47,6.64,148.41
26.24,0.57,3.87,18.78,3.13,1.22,0.39,2.1,6.43,94.68,9.16,150.08
37.37,1.69,1.54,14.24,0.99,5.65,8.05,5.52,2.9,22.83,7.99,94.65
47.33,2.46,0.49,10.46,5.82,8.51,7.83,0.03,9.07,55.6,0.06,126.05
25.62,0.58,5.43,2.49,6.31,6.3,0.29,3.76,2.65,173.79,8.97,167.78
18.35,1.88,8.73,3.74,7.11,6.86,0.24,5.34,1.21,18.44,2.5,59.11
3.14,4.34,0.33,12.68,1.14,9.3,9.18,0.93,5.5,33.25,1.16,87.22
18.41,0.62,1.68,1.86,1.08,1.57,3.48,8.08,0.69,14.99,3.3,53.14
1.89,5,0.74,15.14,2.06,5.96,0.88,4.57,4.4,44.02,2.03,73.05
29.48,2.48,3.18,18.67,5.14,0.33,2.35,4.3,2.71,39.91,4.02,91.67
22.02,1.09,7.21,11.72,4.35,7.43,4.71,6.17,0.65,110.17,1.65,142.06
16.82,1.28,3.84,10.92,2.33,2.92,7.1,1.14,6.72,59.79,2.77,93.18
45.52,2.57,3.2,5.38,7.18,7.86,6.54,4.69,4,0.68,5.2,94.7
26.77,4.92,3.46,1.22,8.99,8.46,9.62,4.9,2.17,11.13,6.62,95
16.7,0.52,4.98,12.91,3.75,0.15,0.87,3,2.14,106.58,0.89,96.12
43,3.55,5.45,2.6,8.72,8.18,6.49,5.62,7.59,176.91,0.92,209.32
7.09,3.75,2.61,10.61,6.73,3.28,3.42,4.05,6.57,87.17,9.15,116.96
48.63,1.04,7.61,16.96,1.11,1.86,9.47,1.47,3.92,89.52,5.93,166.87
40.9,2.68,4.62,4.16,8.02,4.22,9.21,9.99,6.25,16.03,5.35,94.71
48.51,1.69,8.41,2.39,1.17,0.98,2.88,5.43,6.18,29.93,7.08,106.23
43.06,1.04,8.88,0.72,3.35,5.58,0.27,5.85,4.39,40.95,0.94,81.77
3.82,4.09,3.35,7.31,8.85,2.28,6.94,4.68,2.7,118.39,6.39,141.1
43.45,4.99,6.88,10.12,6.01,2.42,9.83,3.99,3.48,25.34,4.46,120.82
27.18,2.94,8.89,18.92,9.65,8.08,4.07,4.95,4.54,66.92,2.22,127.23
48.31,2.41,4.32,2.17,3.13,2.42,9.88,0.52,5.13,39.16,6.49,102.35
25.04,4.52,3.33,14.57,7.62,8.96,5.9,7.24,2.89,79.81,2.01,144.05
13.33,0.42,2.07,11.62,2.28,6.13,4.98,6.93,9.41,148.02,3.14,139.07
22.63,3.67,3.21,0.3,8.86,6.2,6.7,4.22,8.22,188.24,0.79,193.26
3.78,2.57,6.66,10.34,3.68,9.33,3.65,1.12,7.23,101.32,8.06,115.91
34.46,3.08,1.42,17.67,3.68,7.77,5.79,7.18,2.4,130,4.03,186.99
36.69,1.61,0.78,16.04,9.18,6.97,3.51,7.72,4.85,84.32,9.21,142.79
18.01,1.25,3.17,19.03,5.72,5.59,9.33,2.84,8.38,105.86,2.44,162.63
38.31,0.77,2.34,18.04,0.14,4.75,3.69,9.8,6.74,26.44,3.33,135.91
36.84,0.87,7.5,16.5,8.8,6.73,0.71,3.88,7.39,184.2,1.73,204.95
28.94,3.82,4.14,14.59,1.1,1.43,7.37,9.19,3.63,131.48,3.47,181.78
16.74,4.86,1.29,3.28,9.82,5.17,0.67,5.55,1.88,114.78,9.41,130.45
25.66,2.85,8.34,0.8,6.62,4.63,2.85,0.37,6.56,45.31,8.45,105.52
37.77,2.24,1.79,9.67,3.02,6.73,7.88,8.73,9.01,164.03,7.87,193.67
11.5,3.37,7.1,12.09,7.3,6.38,8.25,0.1,0.39,104.4,0.93,143.35
27.72,0.86,7.63,7.26,4.94,6.29,2.74,8.36,7.71,175.25,2.1,196.42
40.63,2.18,1.74,0.72,9.66,6.24,1.1,5.02,1.81,162.32,6.99,172.1
0.38,4.94,0.17,2.27,6.38,0.38,9.71,8.84,6.74,129.37,7.49,130.46
46.5,1.76,6.33,2.37,9.97,8.83,6.29,5.51,5.47,24.51,8.38,111.6
5.81,0.69,0.87,2.96,5.46,3.64,0.6,6.8,3.37,72.56,6.27,80.85
27.83,2.58,8.52,11.54,7.21,0.49,8.77,1.55,3.73,159.71,0.37,176.47
6.69,2.73,1.35,11.27,3.28,9.22,2.31,7.45,6.11,112.84,3.99,120.48
34.34,3.63,1.65,7.72,1.84,8.58,6.28,9.58,5.35,123.31,5.89,170.83
48.06,2.75,2.87,5.29,2.72,9.54,5.26,3.57,8.59,157.06,3.87,181.24
41.64,3.88,8.71,19.22,5.21,6.79,7.84,1.13,7.86,179.03,6.32,218.98
24.57,0.94,7.51,6.16,2.15,8.27,3.26,3.07,7.58,157.27,2.48,152.41
7.35,3.71,2.59,10.94,8.02,2.99,8.46,9.56,4.82,12.02,2.72,72.81
30,3.23,9.42,12.82,1.96,8.34,4.39,6.94,9.07,0.3,6.53,97.1
48.41,3.76,2.52,13.99,9.3,7.13,5.19,1.24,5.86,184.32,5.64,206.01
24.55,0.77,2.51,1.12,0.68,2.6,5.61,6.89,1.14,90.06,0.37,113.48
29.43,0.11,8.28,9.74,2.08,1.91,1.13,1.69,2.88,151.03,9.19,157.58
38.14,4.23,2.4,3.67,2.51,2.36,8.92,4.23,4.18,95.25,0.64,130.16
34.26,3.81,9.31,16.18,3.57,1.71,2.48,1.36,6.85,7.43,9.11,107.62
17.38,2.37,9.4,0.13,0.2,8.53,2.91,3.58,3.58,37.38,0.76,71.04
38.19,4.76,8.36,3.82,9.4,5.29,8.51,0.81,5.33,43.49,3.19,133.8
7.47,2.92,3.06,0.45,4.24,0.44,9.27,4.37,9.41,76.85,4.95,121.59
20.81,2.58,9.82,10.95,8.03,1.12,2.85,0.96,4.83,134.56,6.82,167.89
33.44,1.62,1.79,14.63,3.63,5.02,4.9,6.72,7.64,113.9,8.43,184.04
37.48,3.23,7.62,6.98,5.2,2.73,4.75,5.99,9.54,50.49,2.7,113.05
12.95,3.76,3.64,6.24,7.53,9.34,8.66,7.83,6.51,76.97,8.28,152
19.08,3.81,4.54,7.96,8.98,7.01,9.21,5.62,5,187.5,6.89,202.97
21.86,3.32,7.08,19.69,3.1,7.37,0.16,9.79,0.77,26.98,0.28,89.44
10.9,2.93,3.1,8.58,2.25,3.03,6.21,5.88,0.25,96.21,1.06,106.94
1.3,0.37,0.82,17.95,6.37,3.38,1.74,7.22,7.74,163.43,8.84,168.81
17.26,4.01,9.22,7.98,8.42,2.74,4,5.06,3.96,148.59,8.12,159.45
15.39,1.13,5.16,6.98,2.46,7.24,8.72,8.71,2.62,159.19,4.59,164.53
27.56,1.24,7.56,11.88,0.08,0.18,0.75,4.65,4.13,62.44,9.31,87.52
29.4,2.15,4.79,15.53,2.26,1.49,5.88,1.45,7.55,33.63,3.79,96.44
20.56,1.93,5.67,18.41,8.87,8.34,3.13,5.02,5.7,137.45,7.22,179.43
33.42,1.79,3.24,12.02,4.54,5.48,1.97,8.19,0.28,137.35,0.36,151.88
46.96,2.6,3.18,19.66,8.79,6.36,7.93,8.5,3.8,170.14,9.88,231.77
42.09,1.6,3.38,10.22,6.68,8.39,0.09,1.08,8.98,129.48,9.17,182.24
45.44,3.39,6.67,9.24,8.7,7.08,8.57,3.04,1,158.82,6.02,197.2
13.3,2.49,2.1,10.14,4.01,5.33,9.13,7,4.06,3.94,4.88,94.98
14.05,4.7,9.54,14.88,7.64,7.57,6.55,4.8,2.15,108.73,3.15,144.45
1.43,0.99,4.65,12.19,0.76,6.06,1.76,4.49,1.74,32.79,9.8,58.12
37.46,2.73,5.63,3.14,2.33,5.29,6.29,2.01,1.71,195.75,0.05,177.23
15.02,1.79,1.39,10.13,0.12,7.38,6.04,9.69,1.66,20.18,6.94,89.65
14.38,0.69,9.7,1.43,9.58,7.96,3.26,0.76,5.49,56.4,8.87,93.36
44.79,4.11,4.99,6.35,6.57,8.7,9.94,7.81,9.37,199.2,0.46,231.54
27.02,0.21,4.34,7.03,9.39,1.56,1.98,8.61,5.32,110.58,6.98,140.68
25.32,4.49,2.21,6.63,5.28,3.75,2.62,8.91,0.03,152.62,7.07,167.24
46.18,1.66,7.53,19.3,6.59,1.34,7.45,2.25,1.51,38.21,8.9,136.13
0.44,0.49,6.54,15.25,6.92,6.83,3.05,9.9,7.06,140.68,3.85,156.25
18.82,2.31,9.05,6.11,5.44,2.49,8.51,9.54,3.55,32.34,5.09,108.61
23.77,4.48,6.62,19.41,8.78,0.25,7.67,5.62,3.15,176.88,2.27,183.48
33.52,4.33,6.46,2.28,4.91,1.73,6.8,1.43,0.63,75.35,1.51,129.24
31.03,4.4,6.44,15.28,6.08,8.91,8.74,0.36,6.79,115.62,9.72,177.4
46.37,1.95,4.29,16.43,4.01,3.1,6.88,0.08,6.69,163.68,6.69,195.7
42.04,1.76,4.46,19.42,6.33,2.36,3.96,3.7,6.72,181.68,0.1,214.85
42.04,0.35,1.53,12.8,8.35,3.75,8.96,0.4,9.73,155.94,7.63,210.88
0.58,3.33,6.27,8.01,8.13,6.68,8.55,2.94,1.61,28.12,2.79,72.77
10.8,1.95,2.17,9.71,2.45,1.49,2.77,4.86,3.53,105.8,2.79,132.08
0.74,0.89,9.68,11.81,7.47,3.13,3.86,7.48,0.8,37.02,5.42,69.9
11.75,0.19,8.23,5.61,0.58,6.12,1.06,3.8,7.8,167.2,9.21,169.63
6.77,0.41,5.18,15.22,9.56,6.49,3.82,3.44,8.49,154,5.97,164.34
39.47,3.44,7.93,11.51,3.65,4.32,3.43,0.36,1.08,195.55,9.5,218.88
27.8,0.68,4.81,18.87,9.07,5.25,5.19,2.57,1.78,93.92,5.12,136.51
47.88,4.29,3.22,5.31,3.09,6.06,0.72,2.83,2.68,15.62,1.32,95.09
16.59,4.42,5.06,8.68,3.09,8.18,7.96,5.52,4.08,76.65,4.57,124.61
16.7,4.88,8.14,19.29,7.31,3.12,9.76,3.93,9.27,99.22,0.65,158.76
40.56,0.8,3.48,1.29,9.6,2.57,7.37,3.08,4.62,7.69,8.39,64.06
33.35,0.51,8.97,9.55,5.28,2.09,7.29,9.66,9.59,29.49,0.67,121.58
7.93,0.58,6.63,14.55,5.66,0.86,9.3,2.67,0.55,6.63,9.36,51.45
0.34,4.27,5.63,5.83,3.77,1.78,4.41,2.54,4.45,60.24,0.4,83.54
28.16,4.05,2.84,10.58,3.36,8.37,4.86,0.95,0.57,36.28,2.36,84.38
41.7,2.93,0.26,4.74,1.42,7.44,8.5,5.66,3.89,83.02,3.54,129.39
9.63,2.61,5.01,18.05,4.6,5.59,3.19,0.44,0.73,86.57,9.73,121.34
8.2,4.59,4.26,2.24,3.8,2.79,4.23,4.99,3.39,122.95,9.74,147.35
26.8,3.22,9.51,16.3,5,0.36,2.16,6.51,9.05,86.86,3.12,150.17
21.19,0.84,1.67,4.54,1.26,9.99,8.24,3.1,2.3,44.33,9.15,86.49
20.7,4.04,6.81,9.31,4.14,0.73,2.62,7.93,7.61,78.37,4.45,114.79
48.67,2.94,0.44,9.08,4.11,7.94,4.85,5.64,1.85,145.44,1.43,177.8
23.32,4.8,0.86,9.99,5.54,4.18,3.32,8.29,1.64,85.74,8.07,130.15
18.53,1.33,8.01,10.91,5.66,7.18,7.37,5.85,9.85,2.14,6.95,92.36
37.6,0.95,3.5,19.61,4.16,4.87,9.2,4.52,7.33,142.01,2.55,194.11
8.85,4.05,3.81,8.51,9.99,6.92,9.79,7.99,6.54,39.6,7.35,112.8
37.4,4.89,9.87,9.08,6.79,0.41,4.45,3.58,2.44,60.17,7.03,116.1
21.7,0.22,5.84,11.97,5.43,3.95,6.9,8.38,4.57,193.54,7.99,202.47
12.67,4.06,7.02,5.06,7.07,1.69,7.51,8.23,4.18,62.61,1.35,118.71
8.9,2.64,7.29,7.53,0.92,7.34,4.57,1.21,0.44,57.71,3,85.53
18.17,0.16,8.09,1.1,4.79,0.98,7.36,0.58,5.99,132.98,3.9,145.84
40.61,3.56,7.14,6.71,8.03,6.32,5.94,6.63,5.12,14.55,7.63,100.3
16.8,4.39,1.68,3.8,5.58,7.12,3.17,8.93,1.01,101.21,5.08,103.38
1.64,0.48,7.69,8.04,8.97,8.61,9.1,7.21,4.35,9.74,0.06,76.9
26.34,1.1,7.55,0.44,3.93,6.13,6.73,5.11,2.77,7.62,6.89,56.62
27.98,3.35,0.12,3.39,6.81,5.97,7.22,5.95,5.21,23.18,3.9,78.69
8.81,2.31,2.26,7.53,9.21,5.81,0.17,5.48,2.92,8.08,6,56.89
28.74,4.82,3.46,12.65,9.43,9.74,9.79,2.71,1.2,96.57,0.55,170.35
2.27,1.61,3.82,16.11,6.32,1.92,4.4,5.89,1.79,27.13,0.55,74.05
16.52,3.53,5.82,12.22,0.12,5.29,7.64,9.91,2.13,66.95,6.61,128.19
18.5,1.34,4.85,16.5,3.81,1.58,2.69,8.41,3,61.99,4.33,92.68
20.25,1.58,3.92,17.82,5.21,8.18,5.02,7.05,9.24,142.78,1.27,203.58
6.65,2.48,6.07,7.88,0.63,9.04,8.38,2.41,5.81,153.6,7.56,163.89
46.51,0.28,2.48,12.13,1.38,1.2,0.01,0.48,8.18,109.38,5.12,132.26
45.24,4.38,4.33,8,3.55,6.76,0.28,3.84,5.1,32.65,6.29,111.3
46.43,4.33,5.58,13.36,3.75,4.53,1.75,4.2,5.02,114.41,1.11,159.91
0.05,3.39,0.9,10.22,0.74,0.93,8.13,9.5,5.34,157.51,9.93,153.73
22.51,1.54,1.25,3.02,0.25,5.4,1.47,5.65,8.35,153.95,3.55,159.59
46.43,3.29,9.47,14.27,6.88,4.97,7.71,7.74,5.72,4.93,5.81,123.73
40.94,2.75,8.09,0.55,8.99,9.05,5.31,5.11,4.25,19.71,9.62,114.79
0.62,1.91,5.72,0.09,3.86,6.02,0.63,5.89,4.92,114.66,5.83,116.12
10.22,2.21,2.09,2.45,1.18,4.42,6.2,0.13,3.71,160.66,8.74,140.16
47.72,1.3,3.83,4.07,8.25,8.6,0.64,3.12,0.33,129.37,6.49,139.8
7.6,1.13,8.49,8.14,1.56,0.87,2.41,5.41,3.31,47.96,9.6,89.97
45.43,1.35,2.8,8.3,0.92,6.3,1.39,9.08,0.77,76.36,2.55,136.91
24.71,0.08,9.82,5.31,5.23,7.19,6.24,5.13,0.88,145.24,8.28,150.72
48.15,2.29,6.51,11.89,7.96,8.13,8.76,3.86,2.05,189.51,9.78,233.74
25.65,0.56,2.71,0.28,3.59,8.39,7.09,9.88,0.93,155.2,0.34,159.5
41.74,0.6,4.36,15.13,8.62,4.32,2.26,2.78,7.26,60.14,7.19,128.69
49.49,4.36,3.08,3.75,4.55,5.01,5.22,8.54,6.75,164.71,2.46,201.83
24.12,0.78,8.44,11.22,2.11,2.53,0.76,8.77,4.99,141.03,2.74,162.64
8.26,1.77,9.75,16.68,0.69,2.91,0.44,7.14,8.27,11.42,1.54,77.15
15.2,0.05,3.82,10.34,1.51,2.86,6.78,1.69,8.57,43.82,2.68,94.88
2.42,4.11,9.92,3.03,2.35,7.42,3.03,2.48,6.3,159.39,3.01,125.78
20.43,1.19,2.34,5.15,4.93,2.16,8.08,0.27,8.05,12.29,9.9,75.83
17.75,0.91,7.38,7.77,3.66,7.53,8.67,7.45,2.51,1.8,3.67,91.49
49.72,0.72,1.35,19.33,0.07,6.97,8.7,4.07,5.05,174.92,7,229.06
26.32,3.38,1.41,11.57,4.76,4.75,9.88,3.68,3.32,199.61,7.95,201.9
14.28,1.17,9.23,10.79,9.34,1.64,3.22,2.2,2.41,54.19,3.94,90.35
43.58,3.3,1.88,17.59,0.87,6.47,6.28,1.01,2.25,5.13,4.86,100.24
29.4,0.98,0.85,4.7,3.41,6.38,0.92,0.05,4.58,145.55,0.37,158.77
48.19,0.64,9.87,5.07,0.8,8.22,2.22,3.17,6.04,199.7,0.3,206.23
3.39,0.48,1.23,15.03,0.17,1.91,3.76,0.66,5.64,108.01,0.1,105.36
16.51,2.51,4.32,18.47,3.98,8.16,1.5,6.67,5.14,54.2,6.1,103.54
17.29,2.85,4.88,9.43,9.06,3.28,5.54,2.79,9.27,181.74,1.39,194.31
0.35,3.82,0.1,10.12,8.6,5.16,6.52,4.82,5.83,23.93,3.82,60.03
13.48,0.93,5.47,6.25,5.08,6.09,6.12,7.97,9.92,27.47,2.71,91.24
30.18,0.89,6.97,17.22,1.27,1.19,4.41,1.91,6.09,83.66,8.82,112.76
24.34,4.18,7.54,19.17,8.13,7.72,2.25,3.49,7.63,6.25,0.36,107.41
23.64,4.58,4,7.35,4.38,2.61,0.32,2.95,7.39,122.08,2.21,145.83
34.81,0.94,4.55,9.48,7.83,5.12,5.58,1.38,1.15,60.03,9.37,94.44
7.67,1.18,8.67,13.83,2.1,7.97,4.26,4.74,7.78,15.1,4.17,80.76
34.98,4.5,8.41,5.08,8.59,5.92,3.98,4.67,0.98,117.92,0.52,156.48
9.93,0.83,4.64,12.79,5.67,6.73,9.08,2.21,9.78,104.44,9.98,136.22
18.68,1.89,9.16,10.48,0.36,3.43,2.91,0.46,8.45,87.04,7.86,107.95
22.29,3.25,9.6,15.77,4.15,8.06,7.63,7.55,2.31,29.68,6.38,135.09
33.45,4.77,4.31,18.19,1.88,2.46,3.88,4.68,1.85,169.98,9.6,196
9.47,3.43,2.39,8.17,9.29,8.45,2.91,4.35,5.52,5.74,6.28,79.02
44.27,2.39,8.51,2.88,3.98,3.07,9.16,4.89,9.12,166.14,0.81,196.11
10.08,2.65,1.24,13.55,0.58,4.26,9.24,9.06,7.34,25.94,0.84,90.77
32.37,0.6,8.35,11.67,5.02,6.06,6.22,7.21,9.98,119.8,8.31,162.1
5.41,0.81,1.67,5.23,3.25,2.8,4.2,6.04,2.93,2.27,1.29,48.49
20.33,2.27,6.76,8.48,5.58,2.9,9.77,9.85,1.14,22.44,4.72,91.15
38.81,2.56,7.7,5.98,6.63,6.11,5.1,0.82,0.32,171.82,8.25,174.24
44.79,2.41,5.25,14.07,4.13,4.15,4.85,5.27,6.75,33.53,3.28,111.62
27.76,2.66,3.14,13.58,5.72,6.08,7.52,5.41,5.8,125.29,2.67,162.07
44.15,4.67,1.92,10.26,4.15,5.69,4.93,8.64,3.88,158.03,0.34,193.24
35.61,3.52,7.02,18.68,7.02,3.39,7.02,7.88,9.66,44.08,4.9,140.74
1.07,3.89,7.71,13.62,5.38,7.59,0.79,1.61,9.4,157.44,2.7,158.18
11.44,0.04,6.54,2.74,5.61,4.92,3.45,6.19,6.63,45.92,6.51,116.79
8.52,2.48,7.92,5.2,2.17,1.98,5.41,5.23,8.27,36.94,6.84,87.04
30.76,3.4,7.45,16.88,1.98,8.91,1.99,3.33,4.14,20.56,0.75,96.71
32.2,1.16,9.26,16.54,0.7,3.24,9.12,0.5,3.1,76.9,7.46,131.43
9.01,1.76,3.42,13.28,2.78,3.98,6.97,3.21,9,193.46,9.09,184.43
49.72,2.83,7.51,12.55,2.75,7.11,4.15,4.56,3.12,182.86,8.8,227.31
12.48,1.47,8.05,4.7,5.59,9.23,3.23,4.05,2.95,166.17,9.79,153.01
41.17,4.67,2.44,19,2.82,5.09,8.29,0.27,9.54,171.2,4.98,220.52
17.73,3.8,5.51,13.19,3.32,8.15,2.74,0.4,5.93,17.74,1.32,85.4
31.84,3.89,3.75,1.06,5.78,3.74,4.17,9.13,7.3,148.97,2.46,182.05
49.08,0.36,1.08,2.3,6.39,6.31,5.18,6.47,7.74,2.32,4.23,73.32
5.87,2.31,1.9,16.36,6.92,1.36,6.97,3.72,3.99,194.03,6.34,186.95
2.42,4.21,8.96,10.01,6.37,2.44,4.41,4.59,5.32,187.82,6.51,204.76
26.22,1.44,8.08,17.82,6.34,0.48,9.01,4.94,2.51,113.55,9.47,172.58
21.86,0.8,8.33,7.34,7.13,4.72,1.92,6.34,2.46,9.22,2.97,66.77
15.42,0.47,8.57,0.34,9.93,5.47,7.62,0.29,9.04,104.83,1.09,114.81
26.31,0.8,5.66,17.63,8.53,4.95,1.56,8.65,8.08,55.36,2.2,127.65
34.32,4.95,9.59,7.85,6.52,7.89,2.46,3.07,3.83,101.33,2.5,144.62
30.3,1,1.46,12.86,4.73,5.51,2.72,6.21,9.66,177.68,4.7,182.83
27.3,1.87,3.17,9.79,2.51,4.13,5.27,0.89,5.2,107.92,9.53,133.85
42.87,3.24,2.06,7.13,8.99,8.85,5.66,9.52,9.29,26.93,9.11,128.11
37.87,2.39,5.54,15.34,1.99,4.94,4.91,0.67,6.06,12.54,8.31,102.03
30.81,4.63,8.38,17.93,6.69,4.9,8.67,7.65,6.15,193.12,3.25,225.6
29.93,0.2,5.21,16.63,6.17,5.69,1.62,5.27,9.22,143.5,9.93,182.54
24.59,2.93,5.95,19.62,8.16,6.4,7.63,9.39,3.31,165.87,8.88,191.73
19.39,4.14,8.49,15.38,9.49,4.88,4.47,0.16,8.15,177.18,2.49,216.04
49.02,0.25,2.32,4.82,3.07,7.08,3.33,8.33,2.02,37.61,9.78,98.68
4.04,2.77,1.11,6.71,0.72,0.74,0.42,2.22,7.75,20.61,1.61,52.51
26.22,3.26,5.41,16.46,8.28,7.74,6.53,3.42,2.44,198.93,8.08,212.57
28.01,3.88,3.22,18.72,7.64,7.21,6.39,9.49,1.06,137.83,5.24,205.74
0.81,3.37,0.06,13.29,2.72,4.64,0.18,9.66,8.71,88.95,8.13,127.77
30.69,4.35,2.63,0.8,1.36,7.94,0.7,2.88,8.43,33.59,6.93,87.89
22.36,2.54,7.17,12.39,1.82,5.09,3.65,8.77,3.11,183.44,6.31,192.23
1.18,4.73,6.41,11.67,6.84,7.05,1.06,7.29,2.16,88.66,3.12,137.64
27.65,1.09,4.86,6.64,7.72,5.42,5.75,2.65,0.14,165.91,7.81,171.43
41.95,2.94,5.58,1.36,9.9,7.68,1.21,6.8,1.48,162.82,1.33,177.76
48.97,3.07,9.45,11.72,9.11,7.61,6.23,0.73,7.85,182.89,5.29,207.06
16.12,2.76,7.24,18.03,2.22,6.41,4.85,3.36,7.86,175.61,0.56,189.54
36.68,2.68,4.25,1.95,3.35,4.53,5.58,4.44,2.67,105.94,6.33,151.22
23.66,3.27,7.36,9.31,6.23,9.88,4.17,7.64,1.04,119.11,8.76,169.2
46.27,3.56,0.44,4.86,9.37,7.67,5.22,9.94,0.56,38.1,7.59,122.2
34.56,3.88,4.47,8.49,5.54,8.13,8.05,4.7,9.05,153.06,8.65,188.5
42.01,2.36,2.5,3.51,7.49,0.72,1.07,0.92,0.83,50.62,8.81,104.62
16.52,4,7.9,14.86,6.43,8.16,8.19,3.13,7.46,38.06,0.53,104.88
18.38,0.89,8.69,2.43,2.09,6.92,2.31,2.59,7.93,154.49,0.39,165.06
30.48,2.06,3.14,3.66,6.02,4.14,0.77,1.05,6.35,71.31,2.3,117.29
33.88,3.48,1.11,13.53,7.56,7.78,8.1,9.93,7.94,151.14,3.43,206.96
42.77,4.17,0.73,8.18,9.93,5.47,1.33,3.87,7.14,164.89,2.3,188.6
32.36,3.21,7.92,18.17,0.47,8.92,9.87,3.25,8.61,30.14,7.65,120.76
12.7,0.54,9.33,11.75,3.54,3.02,6.14,4.21,9.34,0.23,0.77,81.4
48.72,1.87,3.48,13.45,1.6,4.22,2.54,4.73,6.71,124.37,1.42,162.63
12.73,4.79,2.01,8.06,0.08,8.73,8.13,9.23,0.79,143.67,2.99,160.58
20.79,3.08,6.77,5.35,3.97,1.47,1.7,0.39,8.32,135.43,8.94,144.4
7.04,4.97,4.15,18.33,6.45,5.51,2.43,3.9,7.64,12.01,4.18,92.19
42.33,4.97,9.6,0.4,6.95,4.11,0.32,2.58,2.77,73.15,8.49,118.77
6.15,1.56,9.59,10.94,0.27,0.3,2.36,6.93,6.45,180.05,1.31,165.92
18.84,4.65,2.87,14.74,3.55,0.21,6.58,6.84,0.47,106.21,5.55,140.23
8.38,4.67,9.42,9.51,1.13,5.6,2.25,4.31,9.75,95.27,2.14,111.17
43.71,4.89,1.04,5.22,1.87,3.02,7.66,4.54,3.36,58.5,3.19,116.74
10.03,4.26,8.86,12.07,2.02,0.8,1.9,2.95,9.51,30.58,8.86,90.97
41.64,3.26,0.96,1.8,1.56,1.07,6.16,1.07,0.7,43.63,5.91,99.1
39.82,0.55,1.13,16.49,3.98,7.25,8.79,2.48,4.49,8.84,8.25,98.14
43.81,3.36,5.49,11.16,2.35,7.96,7.61,2.33,9.79,21.5,8.56,117.6
12.21,2.49,4.02,4.04,6.88,7.74,6.37,3.41,5.78,126.67,1.28,147.4
19.4,2.4,3.33,11.79,0.18,2.02,6.32,1.36,2.52,53.52,5.35,100.61
38.98,4.58,7.3,6.71,5.39,0.87,4.36,2.82,2.11,141.03,4.69,158.66
2.57,2.08,5.26,9.48,4.34,1.33,1.44,0.83,7.54,112.92,3.72,109.53
5.09,1.65,8.71,16.19,3.08,6.05,9.27,5.03,8.84,86.3,6.64,132.6
29.89,0.1,3.69,10.87,4.51,9.64,9.26,9.75,1.79,167,0.74,188.63
42.29,2.46,7.31,9.83,3.53,1.66,4.89,0.32,4.06,68.78,5.93,129.74
49.79,0.69,0.56,0.89,0.5,4.53,3.92,6.09,7.8,179.29,4.43,216.44
48.17,1.45,9.26,3.11,9.6,8.09,3.52,3.98,0.51,47.92,9.23,115.33
10.33,2.79,2.35,15.32,6.45,8.13,6.62,2.13,3.61,153.4,9.01,153.64
16.8,2.26,2.53,11.75,0.53,4.92,0.47,9.05,5.4,194.12,9.91,192.29
0.47,4.95,9.06,9.52,8.1,5.44,2.86,1.24,4.59,71.63,2.6,77.09
25.19,2.04,1.04,4.53,9.22,1.85,3.1,9.33,7.26,126.94,3.22,143.7
37.07,3.52,7.87,8.11,9.98,1.63,2.77,1.31,0.67,56.4,3.76,107.33
18.26,2.89,0.03,18.71,1.15,3.39,0.23,3.65,7.98,22.44,7.31,99.44
18.35,0.09,7.02,18.41,4.96,2.89,8.14,9.8,3.45,18,8.02,94.52
1.67,0.95,3.43,12.97,6.71,5.21,9.37,9.16,1.78,70.57,5.77,122.35
20.38,4.03,7.73,9.98,3.45,2.22,2.47,5.23,0.59,154.1,3.76,148.22
13.52,0.25,5.27,6.01,3.57,2.03,2.99,6.14,5.32,22.92,1.97,73.52
48.12,4.03,2.69,17.06,0.51,9.02,7.08,0.38,6.87,89.99,3.69,155.93
9.89,3.42,3.97,4.12,6.01,6.51,4.88,0.9,8.14,136.79,7.77,161.39
21.87,3.05,7.47,7.19,2.43,7.14,0.68,4.27,2.91,162.83,6.44,140.69
1.25,0.5,6.42,0.15,0.69,3.18,7.15,10,8.39,118.62,8.67,116.1
6.68,4.16,2.38,11.03,6.04,8,3.13,8.16,2.11,12.45,8.37,86.63
28.8,3.31,3.35,15.49,4.67,9.51,3.29,7.72,2.99,189.08,3.62,211.02
35.81,1.39,3.47,12.49,5.48,5.69,9.69,4.01,6.92,96.44,3.65,150.83
20.82,4.77,9.84,6.99,8.27,0.75,7.28,3.81,1.36,155.9,2.29,173.31
23.49,1.42,2.28,6.7,0.13,0.01,2.89,1.41,8.53,101.95,0.97,127.36
33.31,4.79,9.55,0.02,1.47,4.74,0.81,1.69,4.1,171.98,5.44,178.23
22.27,0.97,0.14,5.63,8.92,2.43,0.58,5.55,8.44,47.19,1.36,90.27
